provenance,compound,burial_id,element,component,c_ap,c_col,n_air,o_ap,reference,doi
Conjunto Noroeste,,7,l. rib,bone bioapatite,-3.00,,,-8.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,13,r. rib,bone bioapatite,-5.00,,,-8.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,14,l. rib,bone bioapatite,-3.00,,,-8.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,26,r. rib,bone bioapatite,-4.40,,,-9.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,35,l. rib,bone bioapatite,-3.50,,,-9.00,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,42,r. rib,bone bioapatite,-3.20,,,-9.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,58,l. rib,bone bioapatite,-3.20,,,-9.50,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,65,l. rib,bone bioapatite,-3.50,,,-7.60,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,67,r. rib,bone bioapatite,-3.00,,,-9.50,Nado (2017),https://keep.lib.asu.edu/items/155542
Feathered Serpent Pyramid (FSP),,10A,l. rib,bone bioapatite,-3.20,,,-8.80,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,10C,r. rib,bone bioapatite,-3.80,,,-8.20,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,10D,l. rib,bone bioapatite,-3.10,,,-6.80,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,11A,l. rib,bone bioapatite,-3.10,,,-12.90,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,11B,r. rib,bone bioapatite,-4.00,,,-9.40,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,11C,rib,bone bioapatite,-5.90,,,-8.90,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,5D,l. rib,bone bioapatite,-3.50,,,-8.20,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,5F,l. rib,bone bioapatite,-3.20,,,-6.40,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,5I,r. rib,bone bioapatite,-1.90,,,-7.30,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,6A,r. rib,bone bioapatite,-3.20,,,-8.20,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,6B,r. rib,bone bioapatite,-2.30,,,-9.10,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
Feathered Serpent Pyramid (FSP),,6D,l. rib,bone bioapatite,-2.70,,,-9.90,Nado et al. (2017),https://doi.org/10.1007/s12520-016-0416-y
La Ventilla B,,16,l. rib,bone bioapatite,-3.80,,,-6.70,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,22,r. rib,bone bioapatite,-3.80,,,-5.90,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,24,r. rib,bone bioapatite,-2.90,,,-6.30,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,32,l. rib,bone bioapatite,-3.20,,,-7.10,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,47,l. rib,bone bioapatite,-2.80,,,-6.40,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,56,r. rib,bone bioapatite,-3.30,,,-9.00,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,59,l. rib,bone bioapatite,-3.00,,,-7.70,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,67,r. rib,bone bioapatite,-2.70,,,-8.50,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,78,r. rib,bone bioapatite,-2.70,,,-10.50,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,101,r. rib,bone bioapatite,-3.30,,,-9.80,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,107,l. rib,bone bioapatite,-2.30,,,-9.80,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,116,r. rib,bone bioapatite,-2.60,,,-8.50,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,XIV,l. rib,bone bioapatite,-2.90,,,-9.90,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,XVI,r. rib,bone bioapatite,-3.30,,,-6.90,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,XX,r. rib,bone bioapatite,-3.00,,,-9.80,Nado (2017),https://keep.lib.asu.edu/items/155542
La Ventilla B,,XXIII,r. rib,bone bioapatite,-3.20,,,-9.80,Nado (2017),https://keep.lib.asu.edu/items/155542
"La Ventilla, Frente 2",,VEN08,long bone,bone bioapatite,-2.7,,,-7.4,This study,https://keep.lib.asu.edu/items/155549
"La Ventilla, Frente 2",,VEN09,humerus,bone bioapatite,-2.4,,,-6.8,This study,https://keep.lib.asu.edu/items/155550
"La Ventilla, Frente 2",,VEN16,tibia,bone bioapatite,-3.0,,,-7.6,This study,https://keep.lib.asu.edu/items/155551
"La Ventilla, Frente 2",,VEN19B,tooth root,bone bioapatite,,,,,This study,https://keep.lib.asu.edu/items/155552
"La Ventilla, Frente 2",,VEN23,femur,bone bioapatite,-3.3,,,-9.6,This study,https://keep.lib.asu.edu/items/155553
"La Ventilla, Frente 2",,VEN31,long bone,bone bioapatite,-3.2,,,-7.8,This study,https://keep.lib.asu.edu/items/155554
"La Ventilla, Frente 2",,VEN34,cranial fragment,bone bioapatite,-5.1,,,-6.5,This study,https://keep.lib.asu.edu/items/155555
"La Ventilla, Frente 2",,VEN35-1,femur,bone bioapatite,-4.1,,,-7.0,This study,https://keep.lib.asu.edu/items/155556
"La Ventilla, Frente 2",,VEN37,tibia,bone bioapatite,-2.6,,,-6.8,This study,https://keep.lib.asu.edu/items/155557
"La Ventilla, Frente 2",,VEN75,tibia,bone bioapatite,-2.0,,,-9.2,This study,https://keep.lib.asu.edu/items/155558
"La Ventilla, Frente 2",,VEN77,femur,bone bioapatite,-11.7,,,-5.1,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 2",,VEN93,cranial fragment,bone bioapatite,-3.3,,,-6.6,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 2",,VEN148C,femur,bone bioapatite,-1.7,,,-10.4,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 2",,VEN154,femur,bone bioapatite,-2.0,,,-7.8,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 2",,VEN156A,long bone,bone bioapatite,-2.7,,,-8.5,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN30D,femur,bone bioapatite,-2.9,,,-7.2,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN30E,humerus,bone bioapatite,-3.6,,,-10.4,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN36,tibia,bone bioapatite,-2.3,,,-7.6,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN38,femur,bone bioapatite,-1.9,,,-8.1,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN44,tibia,bone bioapatite,-2.5,,,-8.5,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN45,femur,bone bioapatite,-2.6,,,-7.9,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN48,humerus,bone bioapatite,-2.6,,,-9.9,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN51A,femur,bone bioapatite,-3.4,,,-9.5,This study,https://doi.org/10.1007/s12520-016-0416-y
"La Ventilla, Frente 3",,VEN52,tooth root,bone bioapatite,,,,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN54,tibia,bone bioapatite,-2.4,,,-8.6,This study,https://keep.lib.asu.edu/items/155560
"La Ventilla, Frente 3",,VEN54A,tibia,bone bioapatite,-2.3,,,-8.1,This study,https://keep.lib.asu.edu/items/155561
"La Ventilla, Frente 3",,VEN58,tibia,bone bioapatite,-2.7,,,-8.8,This study,https://keep.lib.asu.edu/items/155562
"La Ventilla, Frente 3",,VEN68,humerus,bone bioapatite,-2.8,,,-7.5,This study,https://keep.lib.asu.edu/items/155563
"La Ventilla, Frente 3",,VEN79,long bone,bone bioapatite,-2.4,,,-8.2,This study,https://keep.lib.asu.edu/items/155564
"La Ventilla, Frente 3",,VEN80,tibia,bone bioapatite,-2.3,,,-7.3,This study,https://keep.lib.asu.edu/items/155565
"La Ventilla, Frente 3",,VEN83,cranial fragment,bone bioapatite,-2.7,,,-6.5,This study,https://keep.lib.asu.edu/items/155566
"La Ventilla, Frente 3",,VEN85,long bone,bone bioapatite,-2.8,,,-8.9,This study,https://keep.lib.asu.edu/items/155567
"La Ventilla, Frente 3",,VEN96,cranial fragment,bone bioapatite,-6.2,,,-3.9,This study,https://keep.lib.asu.edu/items/155568
"La Ventilla, Frente 3",,VEN99,tibia,bone bioapatite,-2.8,,,-7.9,This study,https://keep.lib.asu.edu/items/155569
"La Ventilla, Frente 3",,VEN100,rib,bone bioapatite,-2.9,,,-6.1,This study,https://keep.lib.asu.edu/items/155570
"La Ventilla, Frente 3",,VEN102-1,cranial fragment,bone bioapatite,-3.2,,,-10.4,This study,https://keep.lib.asu.edu/items/155571
"La Ventilla, Frente 3",,VEN103,long bone,bone bioapatite,-3.6,,,-10.0,This study,https://keep.lib.asu.edu/items/155572
"La Ventilla, Frente 3",,VEN104,long bone,bone bioapatite,-2.3,,,-7.5,This study,https://keep.lib.asu.edu/items/155573
"La Ventilla, Frente 3",,VEN120,rib,bone bioapatite,-3.2,,,-6.9,This study,https://keep.lib.asu.edu/items/155574
"La Ventilla, Frente 3",,VEN121,cranial fragment,bone bioapatite,-2.7,,,-6.7,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN122,tibia,bone bioapatite,-3.4,,,-9.0,This study,
"La Ventilla, Frente 3",,VEN123,tibia,bone bioapatite,-1.5,,,-6.8,This study,
"La Ventilla, Frente 3",,VEN125,humerus,bone bioapatite,-2.4,,,-7.8,This study,
"La Ventilla, Frente 3",,VEN126A,long bone,bone bioapatite,-2.4,,,-8.0,This study,
"La Ventilla, Frente 3",,VEN130,tooth root,bone bioapatite,,,,,This study,
"La Ventilla, Frente 3",,VEN135-1,rib,bone bioapatite,-6.4,,,-7.1,This study,
"La Ventilla, Frente 3",,VEN135-2,long bone,bone bioapatite,-4.8,,,-6.4,This study,
"La Ventilla, Frente 3",,VEN136-1,femur,bone bioapatite,-4.0,,,-9.0,This study,
"La Ventilla, Frente 3",,VEN136-2,long bone,bone bioapatite,-2.6,,,-6.7,This study,
"La Ventilla, Frente 3",,VEN143,tibia,bone bioapatite,-2.3,,,-6.3,This study,
"La Ventilla, Frente 3",,VEN162,tibia,bone bioapatite,-2.7,,,-7.6,This study,
"La Ventilla, Frente 3",,VEN180,radius,bone bioapatite,-3.2,,,-7.7,This study,
"La Ventilla, Frente 3",,VEN181,tibia,bone bioapatite,-3.2,,,-10.6,This study,
"La Ventilla, Frente 3",,VEN183,tibia,bone bioapatite,-2.9,,,-8.9,This study,
"La Ventilla, Frente 3",,VEN184,long bone,bone bioapatite,,,,,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN192,femur,bone bioapatite,-2.9,,,-9.4,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN193,tibia,bone bioapatite,-3.2,,,-9.3,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN225,tibia,bone bioapatite,-3.6,,,-9.9,This study,https://doi.org/10.1007/s12520-016-0422-0
"La Ventilla, Frente 3",,VEN226,tibia,bone bioapatite,-2.8,,,-8.0,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN227,tibia,bone bioapatite,-3.6,,,-9.3,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN231,femur,bone bioapatite,-2.4,,,-8.3,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN236,tibia,bone bioapatite,-3.8,,,-8.3,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN247-1,cranial fragment,bone bioapatite,-3.2,,,-8.3,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN247-2,cranial fragment,bone bioapatite,-2.6,,,-6.4,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN247-3,cranial fragment,bone bioapatite,-3.0,,,-6.1,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN250-1,cranial fragment,bone bioapatite,-3.0,,,-5.9,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN250-2,tibia,bone bioapatite,-2.9,,,-5.9,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN271,cranial fragment,bone bioapatite,-3.2,,,-7.2,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN272,femur,bone bioapatite,-2.3,,,-7.7,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN278,tibia,bone bioapatite,-2.4,,,-9.3,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN288,tibia,bone bioapatite,-3.1,,,-7.8,This study,https://keep.lib.asu.edu/items/155575
"La Ventilla, Frente 3",,VEN293,femur,bone bioapatite,-2.7,,,-6.7,This study,https://keep.lib.asu.edu/items/155575
Tlailotlacan (Oaxaca Barrio),,10-TL11,r. rib,bone bioapatite,-3.30,,,-9.20,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,1-TL1A,l. rib,bone bioapatite,-3.90,,,-9.70,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,1-TL1B,r. rib,bone bioapatite,-2.10,,,-8.50,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,1-TL67,l. rib,bone bioapatite,-2.20,,,-6.90,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,20-TL11,r. rib,bone bioapatite,-3.30,,,-9.50,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,21-TL11,r. rib,bone bioapatite,-2.60,,,-9.00,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,2-TL1,l. rib,bone bioapatite,-2.70,,,-8.30,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,2-TL11,l. rib,bone bioapatite,-3.50,,,-7.70,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,3-TL67,l. rib,bone bioapatite,-2.40,,,-7.10,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,40-TL11,r. rib,bone bioapatite,-2.70,,,-7.70,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,41-TL11,r. rib,bone bioapatite,-3.00,,,-7.80,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,4-TL67,r. rib,bone bioapatite,-3.20,,,-7.20,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,5-TL67,l. rib,bone bioapatite,-3.60,,,-7.80,Nado (2017),https://keep.lib.asu.edu/items/155542
Tlailotlacan (Oaxaca Barrio),,6-TL67,r. rib,bone bioapatite,-2.90,,,-6.80,Nado (2017),https://keep.lib.asu.edu/items/155542
Conjunto Noroeste,,7,l. rib,bone collagen,,-7.60,10.10,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,13,r. rib,bone collagen,,-7.60,7.50,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,14,l. rib,bone collagen,,-7.60,10.30,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,26,r. rib,bone collagen,,-7.40,9.10,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,35,l. rib,bone collagen,,-8.10,10.20,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,38,r. rib,bone collagen,,-9.60,8.30,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,42,r. rib,bone collagen,,-8.50,9.70,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,54,l. rib,bone collagen,,-9.00,10.10,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,58,l. rib,bone collagen,,-8.70,8.90,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,65,l. rib,bone collagen,,-7.90,9.50,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Conjunto Noroeste,,67,r. rib,bone collagen,,-7.10,9.40,,Nado (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid (FSP),,10A,l. rib,bone collagen,,-8.40,9.10,,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid (FSP),,10C,r. rib,bone collagen,,-8.50,9.20,,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid (FSP),,10D,l. rib,bone collagen,,-8.40,8.60,,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid (FSP),,11A,l. rib,bone collagen,,-8.30,10.00,,Nado et al. (2017),https://doi.org/10.1016/j.jaa.2004.08.002
Feathered Serpent Pyramid (FSP),,11B,r. rib,bone collagen,,-10.10,8.50,,Nado et al. (2017),https://doi.org/10.1017/S0956536118000032
Feathered Serpent Pyramid (FSP),,11C,rib,bone collagen,,-8.90,8.60,,Nado et al. (2017),https://doi.org/10.1017/S0956536118000032
Feathered Serpent Pyramid (FSP),,5D,l. rib,bone collagen,,-8.10,8.40,,Nado et al. (2017),https://doi.org/10.1017/S0956536118000032
Feathered Serpent Pyramid (FSP),,5F,l. rib,bone collagen,,-8.50,8.20,,Nado et al. (2017),https://doi.org/10.1017/S0956536118000032
Feathered Serpent Pyramid (FSP),,5I,r. rib,bone collagen,,-9.00,8.70,,Nado et al. (2017),https://doi.org/10.1017/S0956536118000032
Feathered Serpent Pyramid (FSP),,6A,r. rib,bone collagen,,-8.90,8.20,,Nado et al. (2017),https://doi.org/10.2307/4141553
Feathered Serpent Pyramid (FSP),,6B,r. rib,bone collagen,,-8.90,8.90,,Nado et al. (2017),https://doi.org/10.2307/4141553
Feathered Serpent Pyramid (FSP),,6D,l. rib,bone collagen,,-10.40,8.50,,Nado et al. (2017),https://doi.org/10.2307/4141553
La Ventilla B,,16,l. rib,bone collagen,,-8.10,8.00,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,22,r. rib,bone collagen,,-8.40,9.00,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,24,r. rib,bone collagen,,-7.50,9.70,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,32,l. rib,bone collagen,,-8.00,8.60,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,47,l. rib,bone collagen,,-7.80,9.50,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,56,r. rib,bone collagen,,-7.10,10.50,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,59,l. rib,bone collagen,,-7.80,8.90,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,67,r. rib,bone collagen,,-8.90,9.00,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,78,r. rib,bone collagen,,-8.60,9.20,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,101,r. rib,bone collagen,,-9.20,8.80,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,107,l. rib,bone collagen,,-7.10,9.60,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,116,r. rib,bone collagen,,-7.90,9.00,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,75B,l. rib,bone collagen,,-8.50,9.10,,Nado (2017),https://doi.org/10.2307/4141553
La Ventilla B,,XIV,l. rib,bone collagen,,-7.50,9.30,,Nado (2017),https://doi.org/10.1017/S0956536118000032
La Ventilla B,,XVI,r. rib,bone collagen,,-7.70,10.20,,Nado (2017),https://doi.org/10.1017/S0956536118000032
La Ventilla B,,XX,r. rib,bone collagen,,-8.10,9.00,,Nado (2017),https://doi.org/10.1017/S0956536118000032
La Ventilla B,,XXIII,r. rib,bone collagen,,-8.40,9.70,,Nado (2017),https://doi.org/10.1017/S0956536118000032
"La Ventilla, Frente 2",,VEN08,long bone,bone collagen,,-8.8,11.4,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN09,humerus,bone collagen,,-7.7,9.9,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN16,tibia,bone collagen,,-7.3,10.3,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN19B,tooth root,bone collagen,,-7.7,8.9,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN23,femur,bone collagen,,-7.6,9.9,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN31,long bone,bone collagen,,-8.5,10.0,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN34,cranial fragment,bone collagen,,-8.9,7.7,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN35-1,femur,bone collagen,,-9.2,7.1,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN37,tibia,bone collagen,,-7.4,7.8,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN75,tibia,bone collagen,,-7.0,10.1,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN77,femur,bone collagen,,-20.3,4.5,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN93,cranial fragment,bone collagen,,-7.8,9.0,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN148C,femur,bone collagen,,-7.0,11.4,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN154,femur,bone collagen,,-8.1,9.3,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 2",,VEN156A,long bone,bone collagen,,-8.9,8.9,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN30D,femur,bone collagen,,-9.4,9.8,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN30E,humerus,bone collagen,,-9.2,9.5,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN36,tibia,bone collagen,,-8.7,9.4,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN38,femur,bone collagen,,-7.7,10.3,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN44,tibia,bone collagen,,-7.4,12.0,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN45,femur,bone collagen,,-7.7,9.8,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN48,humerus,bone collagen,,-6.9,10.5,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN51A,femur,bone collagen,,-8.8,10.3,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN52,tooth root,bone collagen,,-8.5,8.9,,This study,https://repositorio.unam.mx/contenidos/86922
"La Ventilla, Frente 3",,VEN54,tibia,bone collagen,,-7.9,9.7,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN54A,tibia,bone collagen,,-7.0,9.4,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN58,tibia,bone collagen,,-7.5,9.7,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN68,humerus,bone collagen,,-8.4,10.8,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN79,long bone,bone collagen,,-8.8,9.6,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN80,tibia,bone collagen,,-7.9,9.4,,This study,https://keep.lib.asu.edu/items/155559
"La Ventilla, Frente 3",,VEN83,cranial fragment,bone collagen,,-7.2,10.0,,This study,https://doi.org/10.1007/s12520-016-0422-0
